bigram,n,theme,literal
loudly swarming,1,NA,loudly swarming
louis napoleon,1,NA,louis napoleon
louvred doors,1,NA,louvred doors
love languished,1,NA,love languished
loving hearts,1,NA,loving hearts
loving sentiments,1,NA,loving sentiments
loving training,1,NA,loving training
loving wife,1,NA,loving wife
low air,1,NA,low air
low berry,1,NA,low berry
low bushes,1,NA,low bushes
low cairn,1,NA,low cairn
low calorific,1,NA,low calorific
low chest,1,NA,low chest
low cylindrical,1,NA,low cylindrical
low dog,1,NA,low dog
low due,1,NA,low due
low dwarf,1,NA,low dwarf
low elevation,1,NA,low elevation
low fig,1,NA,low fig
low forehead,1,NA,low forehead
low frontal,1,NA,low frontal
low headland,1,NA,low headland
low hindquarters,1,NA,low hindquarters
low hummocks,1,NA,low hummocks
low huts,1,NA,low huts
low ice,1,NA,low ice
low island,1,NA,low island
low latitude,1,NA,low latitude
low limestone,1,NA,low limestone
low magnification,1,NA,low magnification
low mast,1,NA,low mast
low moss,1,NA,low moss
low owe,1,NA,low owe
low platform,1,NA,low platform
low ranges,1,NA,low ranges
low refractive,1,NA,low refractive
low resistivity,1,NA,low resistivity
low row,1,NA,low row
low saddle,1,NA,low saddle
low salinity,1,NA,low salinity
low segment,1,NA,low segment
low shores,1,NA,low shores
low sledge,1,NA,low sledge
low velocity,1,NA,low velocity
lower animals,1,NA,lower animals
lower arc,1,NA,lower arc
lower arm,1,NA,lower arm
lower beneath,1,NA,lower beneath
lower boundary,1,NA,lower boundary
lower chain,1,NA,lower chain
lower compartments,1,NA,lower compartments
lower culmination,1,NA,lower culmination
lower elevations,1,NA,lower elevations
lower engine,1,NA,lower engine
lower extremities,1,NA,lower extremities
lower garments,1,NA,lower garments
lower half,1,NA,lower half
lower house,1,NA,lower house
lower insolation,1,NA,lower insolation
lower jaws,1,NA,lower jaws
lower laurentian,1,NA,lower laurentian
lower ledge,1,NA,lower ledge
lower light,1,NA,lower light
lower lip,1,NA,lower lip
lower lying,1,NA,lower lying
lower spot,1,NA,lower spot
lower surfaces,1,NA,lower surfaces
lower temperatures,1,NA,lower temperatures
lowered 32,1,NA,lowered 32
lowering grey,1,NA,lowering grey
lowest 25.6,1,NA,lowest 25.6
lowest extermination,1,NA,lowest extermination
lowest lay,1,NA,lowest lay
lowest level,1,NA,lowest level
lowest temperature,1,NA,lowest temperature
lowest temperatures,1,NA,lowest temperatures
loyal devotion,1,NA,loyal devotion
lucie marie,1,NA,lucie marie
lucky combination,1,NA,lucky combination
lucky stroke,1,NA,lucky stroke
lumpazivagabundus 50,1,NA,lumpazivagabundus 50
lunar distances,1,NA,lunar distances
lunar eclipses,1,NA,lunar eclipses
lung ailments,1,NA,lung ailments
lupton provided,1,NA,lupton provided
lupton ready,1,NA,lupton ready
lurching movements,1,NA,lurching movements
lured occasional,1,NA,lured occasional
lured one’s,1,NA,lured one’s
lurid colours,1,NA,lurid colours
lust hundreds,1,NA,lust hundreds
lustily smacking,1,NA,lustily smacking
luxuriant flora,1,NA,luxuriant flora
luxuriant lichens,1,NA,luxuriant lichens
luxury items,1,NA,luxury items
lychnis apetala,1,flora,lychnis apetala
lying 10,1,NA,lying 10
lying barely,1,NA,lying barely
lying closer,1,NA,lying closer
lying closest,1,NA,lying closest
lying farther,1,NA,lying farther
lying firm,1,NA,lying firm
lying floes,1,NA,lying floes
lying forward,1,NA,lying forward
lying happily,1,NA,lying happily
lying jammed,1,NA,lying jammed
lying nearby,1,NA,lying nearby
lying nearest,1,NA,lying nearest
lying north,1,NA,lying north
lying previously,1,NA,lying previously
lying scattered,1,NA,lying scattered
lying skerries,1,NA,lying skerries
lying solidly,1,NA,lying solidly
lying south,1,NA,lying south
lynen kant,1,NA,lynen kant
mackerel cod,1,NA,mackerel cod
maclurea 4,1,NA,maclurea 4
macroscopic creatures,1,NA,macroscopic creatures
magical interplay,1,NA,magical interplay
magical light,1,NA,magical light
magnanimous leader,1,NA,magnanimous leader
magnetic declination,1,NA,magnetic declination
magnetic instruments,1,NA,magnetic instruments
magnetic needle,1,NA,magnetic needle
magnetic observatories,1,NA,magnetic observatories
magnetic record,1,NA,magnetic record
magnification thirty,1,NA,magnification thirty
magnificent alpine,1,NA,magnificent alpine
magnificent buildings,1,NA,magnificent buildings
magnificent fall,1,NA,magnificent fall
magnificent moonlight,1,NA,magnificent moonlight
magnificent nature,1,NA,magnificent nature
magnificent pack,1,NA,magnificent pack
magnificent pair,1,NA,magnificent pair
magnificent rigidity,1,NA,magnificent rigidity
magnificently developed,1,NA,magnificently developed
magnificently vivid,1,NA,magnificently vivid
mail steamer,1,NA,mail steamer
main aspects,1,NA,main aspects
main body,1,NA,main body
main boiler,1,NA,main boiler
main dialects,1,NA,main dialects
main difference,1,NA,main difference
main expedition,1,NA,main expedition
main food,1,NA,main food
main mountain,1,NA,main mountain
main object,1,NA,main object
main provisions,1,NA,main provisions
main purpose,1,NA,main purpose
main representatives,1,NA,main representatives
main settlement,1,NA,main settlement
main southern,1,NA,main southern
main stem,1,NA,main stem
main structure,1,NA,main structure
main tip,1,NA,main tip
main weight,1,NA,main weight
mainmast formed,1,NA,mainmast formed
maintain contact,1,NA,maintain contact
maintained constantly,1,NA,maintained constantly
major cities,1,NA,major cities
major coastal,1,NA,major coastal
major delays,1,NA,major delays
major detour,1,NA,major detour
major detours,1,NA,major detours
major difficulties,1,NA,major difficulties
major effort,1,NA,major effort
major enterprise,1,NA,major enterprise
major ice,1,NA,major ice
major items,1,NA,major items
major leak,1,NA,major leak
major obstacles,1,NA,major obstacles
major occupation,1,NA,major occupation
major portion,1,NA,major portion
major sinuosities,1,NA,major sinuosities
major streams,1,NA,major streams
majority arouse,1,NA,majority arouse
majuk 13,1,NA,majuk 13
majuk’s funeral,1,NA,majuk’s funeral
majuk’s snow,1,NA,majuk’s snow
makes feedings,1,NA,makes feedings
makes preparations,1,NA,makes preparations
male birds,1,NA,male birds
male calves,1,NA,male calves
male measuring,1,NA,male measuring
male population,1,NA,male population
male possesses,1,NA,male possesses
males rose,1,NA,males rose
malevolent policies,1,NA,malevolent policies
malice confined,1,NA,malice confined
malicious tricks,1,NA,malicious tricks
mallotus arcticus,1,NA,mallotus arcticus
mammal lies,1,NA,mammal lies
mammalian fauna,1,NA,mammalian fauna
mammals birds,1,NA,mammals birds
mammary glands,1,NA,mammary glands
man’s courage,1,NA,man’s courage
man’s defence,1,NA,man’s defence
man’s duties,1,NA,man’s duties
man’s existence,1,NA,man’s existence
man’s features,1,NA,man’s features
man’s geographical,1,NA,man’s geographical
man’s hood,1,NA,man’s hood
man’s hunting,1,NA,man’s hunting
man’s nose,1,NA,man’s nose
man’s physical,1,NA,man’s physical
man’s physiognomy,1,NA,man’s physiognomy
man’s tobacco,1,NA,man’s tobacco
man’s weight,1,NA,man’s weight
manageable loads,1,NA,manageable loads
manifold 6,1,NA,manifold 6
manifold shapes,1,NA,manifold shapes
manik’s brother,1,NA,manik’s brother
manik’s head,1,NA,manik’s head
manik’s inclination,1,NA,manik’s inclination
manila hawsers,1,NA,manila hawsers
mannen wakker,1,NA,mannen wakker
manner green,1,NA,manner green
manners betrayed,1,NA,manners betrayed
manoeuvres released,1,NA,manoeuvres released
mantle feathers,1,NA,mantle feathers
manuscript 7,1,NA,manuscript 7
manuscript reports,1,NA,manuscript reports
map 1,1,NA,map 1
map reveals,1,NA,map reveals
map scoresby,1,NA,map scoresby
maps discovery,1,NA,maps discovery
maps executed,1,NA,maps executed
marcett flask,1,NA,marcett flask
marcett water,1,NA,marcett water
march 13,1,NA,march 13
march 1616,1,NA,march 1616
march 1870,1,NA,march 1870
march 32,1,NA,march 32
march discounting,1,NA,march discounting
march due,1,NA,march due
march night,1,NA,march night
march shortly,1,NA,march shortly
marching extremely,1,NA,marching extremely
marginal crevasses,1,NA,marginal crevasses
marine barometers,1,NA,marine barometers
marine creatures,1,NA,marine creatures
marine crustacean,1,NA,marine crustacean
marine fauna,1,NA,marine fauna
marine mammal,1,NA,marine mammal
marine mammals,1,NA,marine mammals
maritima 10,1,NA,maritima 10
maritime enterprise,1,NA,maritime enterprise
mark ch,1,NA,mark ch
mark spots,1,NA,mark spots
marked contradiction,1,NA,marked contradiction
marked tasiusaq,1,NA,marked tasiusaq
markedly intermittent,1,NA,markedly intermittent
marker 4,1,NA,marker 4
market 23,1,NA,market 23
markham 5,1,NA,markham 5
markham ashore,1,NA,markham ashore
markham chester,1,NA,markham chester
markham convinced,1,NA,markham convinced
markham insisted,1,NA,markham insisted
markham measured,1,NA,markham measured
markham’s push,1,NA,markham’s push
marooned party,1,NA,marooned party
marriage bed,1,NA,marriage bed
marriage bond,1,NA,marriage bond
marriage girls,1,NA,marriage girls
marriage powerfully,1,NA,marriage powerfully
marriage produced,1,NA,marriage produced
marriage takes,1,NA,marriage takes
married couple,1,NA,married couple
married couples,1,NA,married couples
married hunters,1,NA,married hunters
married women,1,NA,married women
marrow bones,1,NA,marrow bones
marshy ground,1,NA,marshy ground
martins 3,1,NA,martins 3
mary cleland,1,NA,mary cleland
masculine rendition,1,NA,masculine rendition
masonry grey,1,NA,masonry grey
mass breakfast,1,NA,mass breakfast
mass consisted,1,NA,mass consisted
mass extended,1,NA,mass extended
mass migration,1,NA,mass migration
mass revealed,1,NA,mass revealed
mass surged,1,NA,mass surged
mass traversed,1,NA,mass traversed
massacre telescope,1,NA,massacre telescope
massed threateningly,1,NA,massed threateningly
masses apparently,1,NA,masses apparently
masses appeared,1,NA,masses appeared
masses cast,1,NA,masses cast
masses direct,1,NA,masses direct
masses drifted,1,NA,masses drifted
masses executed,1,NA,masses executed
masses extended,1,NA,masses extended
masses hans,1,NA,masses hans
masses hung,1,NA,masses hung
masses moving,1,NA,masses moving
masses north,1,NA,masses north
masses offer,1,NA,masses offer
masses represented,1,NA,masses represented
masses rise,1,NA,masses rise
masses rose,1,NA,masses rose
masses separated,1,NA,masses separated
masses similar,1,NA,masses similar
masses surged,1,NA,masses surged
masses towered,1,NA,masses towered
massey sounding,1,NA,massey sounding
massif apparently,1,NA,massif apparently
massif lies,1,NA,massif lies
massif mentioned,1,NA,massif mentioned
massif reaching,1,NA,massif reaching
massive accumulations,1,NA,massive accumulations
massive animal,1,NA,massive animal
massive array,1,NA,massive array
massive banks,1,NA,massive banks
massive bearded,1,NA,massive bearded
massive blanket,1,NA,massive blanket
massive bushy,1,NA,massive bushy
massive condenser,1,NA,massive condenser
massive drifts,1,NA,massive drifts
massive enamelled,1,NA,massive enamelled
massive erratic,1,NA,massive erratic
massive fragments,1,NA,massive fragments
massive glacier,1,NA,massive glacier
massive humboldt,1,NA,massive humboldt
massive hummocks,1,NA,massive hummocks
massive masses,1,NA,massive masses
massive plinths,1,NA,massive plinths
massive seas,1,NA,massive seas
massive sign,1,NA,massive sign
massive snowdrifts,1,NA,massive snowdrifts
massive spout,1,NA,massive spout
massive spruce,1,NA,massive spruce
massive streams,1,NA,massive streams
massive thickness,1,NA,massive thickness
massive tween,1,NA,massive tween
massive wall,1,NA,massive wall
massive whales,1,NA,massive whales
massive wrinkles,1,NA,massive wrinkles
massively developed,1,NA,massively developed
mast birds,1,NA,mast birds
mast split,1,NA,mast split
masted vessel,1,NA,masted vessel
master arrived,1,NA,master arrived
master budington,1,NA,master budington
master called,1,NA,master called
master declared,1,NA,master declared
master h.c,1,NA,master h.c
master hans,1,NA,master hans
master helps,1,NA,master helps
master’s absence,1,NA,master’s absence
masterly completeness,1,NA,masterly completeness
masterly fashion,1,NA,masterly fashion
masts groaned,1,NA,masts groaned
masts projected,1,NA,masts projected
masts quivered,1,NA,masts quivered
matching nut,1,NA,matching nut
mate 14,1,NA,mate 14
mate’s suggestion,1,NA,mate’s suggestion
mate’s supervision,1,NA,mate’s supervision
material consisted,1,NA,material consisted
material cut,1,NA,material cut
material northward,1,NA,material northward
materials hall,1,NA,materials hall
materials projected,1,NA,materials projected
maternal love,1,NA,maternal love
mates called,1,NA,mates called
mates sat,1,NA,mates sat
mathematical precision,1,NA,mathematical precision
mathematician held,1,NA,mathematician held
mathematicians effusive,1,NA,mathematicians effusive
mating season,1,NA,mating season
mating time,1,NA,mating time
matron brought,1,NA,matron brought
matt disc,1,NA,matt disc
matt glass,1,NA,matt glass
matt moon,1,NA,matt moon
matt strip,1,NA,matt strip
matt twilight,1,NA,matt twilight
mature birds,1,NA,mature birds
mature egg,1,NA,mature egg
mature stage,1,NA,mature stage
mature walrus,1,NA,mature walrus
maturity reach,1,NA,maturity reach
mauch accompanied,1,NA,mauch accompanied
mauch hiked,1,NA,mauch hiked
mauch’s efforts,1,NA,mauch’s efforts
mauquau og,1,NA,mauquau og
maury bay,1,placename,maury bay
maus und,1,NA,maus und
maximum degree,1,NA,maximum degree
maximum density,1,NA,maximum density
maximum resistance,1,NA,maximum resistance
maximum strength,1,NA,maximum strength
maximum temperature,1,NA,maximum temperature
maximum thermometers,1,NA,maximum thermometers
maximum westerly,1,NA,maximum westerly
maximus gunn,1,NA,maximus gunn
mayen farther,1,NA,mayen farther
mayen southward,1,NA,mayen southward
mayonnaise attained,1,NA,mayonnaise attained
mayuk chester,1,NA,mayuk chester
mcgary island,1,placename,mcgary island
meadow carpet,1,NA,meadow carpet
meagre accommodations,1,NA,meagre accommodations
meagre clothing,1,NA,meagre clothing
meagre evidence,1,NA,meagre evidence
meagre existence,1,NA,meagre existence
meagre finding,1,NA,meagre finding
meagre floral,1,NA,meagre floral
meagre grasses,1,NA,meagre grasses
meagre itinerary,1,NA,meagre itinerary
meagre kitchen,1,NA,meagre kitchen
meagre lichen,1,NA,meagre lichen
meagre light,1,NA,meagre light
meagre meal,1,NA,meagre meal
meagre possessions,1,NA,meagre possessions
meagre rations,1,NA,meagre rations
meagre reserves,1,NA,meagre reserves
meagre supply,1,NA,meagre supply
meagrely lit,1,NA,meagrely lit
meal 11,1,NA,meal 11
meal 5,1,NA,meal 5
meal consisting,1,NA,meal consisting
meal depends,1,NA,meal depends
meandering bear,1,NA,meandering bear
meandering pattern,1,NA,meandering pattern
meaningless text,1,NA,meaningless text
means threatened,1,NA,means threatened
means untried,1,NA,means untried
meantime accompanied,1,NA,meantime accompanied
meantime bryan,1,NA,meantime bryan
meantime chester,1,NA,meantime chester
meantime concern,1,NA,meantime concern
meantime dawn,1,NA,meantime dawn
meantime exchanged,1,NA,meantime exchanged
meantime hans’s,1,NA,meantime hans’s
meantime joseph,1,NA,meantime joseph
meantime juniata’s,1,NA,meantime juniata’s
meantime peter’s,1,NA,meantime peter’s
meantime preparations,1,NA,meantime preparations
meantime steam,1,NA,meantime steam
meantime tigress’s,1,NA,meantime tigress’s
measured 18,1,NA,measured 18
measured barely,1,NA,measured barely
measured tangents,1,NA,measured tangents
measures barely,1,NA,measures barely
measures dinner,1,NA,measures dinner
measuring 24,1,NA,measuring 24
measuring air,1,NA,measuring air
measuring circumnoon,1,NA,measuring circumnoon
measuring glacier,1,NA,measuring glacier
measuring lunar,1,NA,measuring lunar
meat 30,1,NA,meat 30
meat bad,1,NA,meat bad
meat beef,1,NA,meat beef
meat caches,1,NA,meat caches
meat condensed,1,NA,meat condensed
meat hans,1,NA,meat hans
meat hardtack,1,NA,meat hardtack
meat left,1,NA,meat left
meat lies,1,NA,meat lies
meat lifeless,1,NA,meat lifeless
meat overboard,1,NA,meat overboard
meat quickly,1,NA,meat quickly
meat raw,1,NA,meat raw
meat replenished,1,NA,meat replenished
meat supply,1,NA,meat supply
meat tasted,1,NA,meat tasted
mechanical tasks,1,NA,mechanical tasks
medicine containers,1,NA,medicine containers
mediterranean swell,1,NA,mediterranean swell
meet whites,1,NA,meet whites
mein armer,1,NA,mein armer
mein tom,1,NA,mein tom
melancholy days,1,NA,melancholy days
melodious twittering,1,NA,melodious twittering
melosia arctica,1,NA,melosia arctica
melt ice,1,NA,melt ice
melt lively,1,NA,melt lively
melted tallow,1,NA,melted tallow
melting penetrating,1,NA,melting penetrating
melting process,1,NA,melting process
melville island,1,placename,melville island
melville peninsula,1,NA,melville peninsula
memorable 4th,1,NA,memorable 4th
memorable journey,1,NA,memorable journey
memoriam er,1,NA,memoriam er
memory ch,1,NA,memory ch
men’s attention,1,NA,men’s attention
